title,price,location,city,size,bedrooms,bathrooms,property_type,date_added,url,scraped_at
Ideal Location Cheap Price 5 Marla Commercial Plot For Sale In Bahria Education & Medical City Lahore,47 Lakh,"Bahria Education and Medical City Block C, Bahria Education & Medical City",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/bahria_education_medical_city_bahria_education_and_medical_city_block_c_ideal_location_cheap_price_5_marla_commercial_plot_for_sale_in_bahria_education_medical_city_lahore-53948025-14513-2.html,2026-03-30T16:23:37.301117
Ideal location cheap price 5 Marla Commercial Plot for Sale in Bahria Education & Medical City Lahore,52 Lakh,"Bahria Education and Medical City Block C, Bahria Education & Medical City",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/bahria_education_medical_city_bahria_education_and_medical_city_block_c_ideal_location_cheap_price_5_marla_commercial_plot_for_sale_in_bahria_education_medical_city_lahore-53948026-14513-2.html,2026-03-30T16:23:37.315493
New Lahore City Phase 3 5 Marla Plot For Sale On Ground Vary Near Us To Bahria Town Lahore,24 Lakh,"New Lahore City - Phase 3, New Lahore City",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/new_lahore_city_new_lahore_city_-_phase_3_new_lahore_city_phase_3_5_marla_plot_for_sale_on_ground_vary_near_us_to_bahria_town_lahore-53951876-17229-2.html,2026-03-30T16:23:37.329429
3 MARLA MOST BEAUTIFUL PRIME LOCATION RESIDENTIAL PLOT FOR SALE IN NEW LAHORE CITY PHASE 2,26 Lakh,"New Lahore City, Lahore",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/lahore_new_lahore_city_3_marla_most_beautiful_prime_location_residential_plot_for_sale_in_new_lahore_city_phase_2-53886878-8152-2.html,2026-03-30T16:23:37.342960
10 MARLA PLOT IN PREMIUM BLOCK(J) OF DREAM GARDENS,1.8 Crore,"Dream Gardens - Block J, Dream Gardens",Lahore,10 Marla,,,Plot,Added: 5 minutes ago,https://www.zameen.com/Property/dream_gardens_dream_gardens_-_block_j_10_marla_plot_in_premium_block_j_of_dream_gardens-53816118-14672-2.html,2026-03-30T16:23:37.356198
New Lahore City Phase 2 5 Marla Plot For Sale In Hot Location Possession Plot All Duse Clear,42 Lakh,"New Lahore City - Phase 2, New Lahore City",Lahore,5 Marla,,,Plot,Added: 5 minutes ago,https://www.zameen.com/Property/new_lahore_city_new_lahore_city_-_phase_2_new_lahore_city_phase_2_5_marla_plot_for_sale_in_hot_location_possession_plot_all_duse_clear-53962277-15750-2.html,2026-03-30T16:23:37.369844
Kanal Low Budget In 9-Prism Best Investment,1.45 Crore,"DHA Phase 9 Prism - Block N, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_n_kanal_low_budget_in_9-prism_best_investment-53985497-9262-2.html,2026-03-30T16:23:37.383343
5 Marla Residential Plot Is Available For Sale,90 Lakh,"Park View City - Rose Block, Park View City",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_rose_block_5_marla_residential_plot_is_available_for_sale-49967943-13322-2.html,2026-03-30T16:23:37.396741
5 Marla Residential Plot Available For Sale In Park View City Overseas Block,36 Lakh,"Park View City - Overseas Block, Park View City",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_overseas_block_5_marla_residential_plot_available_for_sale_in_park_view_city_overseas_block-50962524-17602-2.html,2026-03-30T16:23:37.410443
"Prime 5 Marla Commercial Plot For Sale In Park View City, Lahore",2.8 Crore,"Park View City, Lahore",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/lahore_park_view_city_prime_5_marla_commercial_plot_for_sale_in_park_view_city_lahore-53315784-1466-2.html,2026-03-30T16:23:37.424433
"Prime 5 Marla Commercial Plot for Sale in Sarwar Block, Bahria Town Lahore",95 Lakh,"Bahria Town - Sarwar Block, Bahria Town - Sector G",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/bahria_town_sector_g_bahria_town_-_sarwar_block_prime_5_marla_commercial_plot_for_sale_in_sarwar_block_bahria_town_lahore-53948030-20349-2.html,2026-03-30T16:23:37.438396
"Hot Deal 5 Marla Commercial Plot For Sale In Prime Location F1 Block, Bahria Orchard Lahore",90 Lakh,"Bahria Orchard Phase 2, Bahria Orchard",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/bahria_orchard_bahria_orchard_phase_2_hot_deal_5_marla_commercial_plot_for_sale_in_prime_location_f1_block_bahria_orchard_lahore-53948046-8236-2.html,2026-03-30T16:23:37.451899
PLOT # S-759 RESIDENTIAL PLOT LOCATED IN THE BEST BLOCK OF DHA LAHORE.,4.5 Crore,"DHA Phase 7 - Block S, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_s_plot_s-759_residential_plot_located_in_the_best_block_of_dha_lahore-53996189-1626-2.html,2026-03-30T16:23:37.465520
"Hot Deal 5 Marla Commercial Plot For Sale In Prime Location F1 Block, Bahria Orchard Lahore",90 Lakh,"Bahria Orchard Phase 2, Bahria Orchard",Lahore,5 Marla,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/bahria_orchard_bahria_orchard_phase_2_hot_deal_5_marla_commercial_plot_for_sale_in_prime_location_f1_block_bahria_orchard_lahore-53948047-8236-2.html,2026-03-30T16:23:37.479172
"1 Kanal Plot for Sale Block Z-1, Plot #314, DHA Phase 8 Ivy Green",1.95 Crore,"DHA Phase 8 - Block Z1, DHA Phase 8",Lahore,1 Kanal,,,Plot,Added: 1 minute ago,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_z1_1_kanal_plot_for_sale_block_z-1_plot_314_dha_phase_8_ivy_green-53996186-9600-2.html,2026-03-30T16:23:37.494219
1 KANAL PLOT AVAILABLE FOR SALE IN LDA AVENUE BLOCK D,1.98 Crore,"LDA Avenue - Block D, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 34 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_d_1_kanal_plot_available_for_sale_in_lda_avenue_block_d-53759098-8162-2.html,2026-03-30T16:23:41.120823
1 KANAL PLOT FOR SALE IN A VERY REASONABLE PRICE IN LDA AVENUE BLOCK C,1.59 Crore,"LDA Avenue - Block C, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 35 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_c_1_kanal_plot_for_sale_in_a_very_reasonable_price_in_lda_avenue_block_c-53759057-8161-2.html,2026-03-30T16:23:41.134653
10 MARLA PLOT ON 40 FT ROAD IN IDEAL LOCATION FOR SALE IN LDA AVENUE BLOCK J,1.43 Crore,"LDA Avenue - Block J, LDA Avenue",Lahore,10 Marla,,,Plot,Added: 35 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_10_marla_plot_on_40_ft_road_in_ideal_location_for_sale_in_lda_avenue_block_j-53759013-8167-2.html,2026-03-30T16:23:41.189525
10 Marla Residential Plot for Sale LDA Avenue 1 (Block J),1.45 Crore,"LDA Avenue - Block J, LDA Avenue",Lahore,10 Marla,,,Plot,Added: 35 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_10_marla_residential_plot_for_sale_lda_avenue_1_block_j-53773260-8167-2.html,2026-03-30T16:23:41.204755
"1 Kanal Plot on 40 Ft Road Back of 150 Ft Main Road, Block M, LDA Avenue 1",1.8 Crore,"LDA Avenue - Block M, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 36 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_m_1_kanal_plot_on_40_ft_road_back_of_150_ft_main_road_block_m_lda_avenue_1-53786942-8170-2.html,2026-03-30T16:23:41.235496
Top Location Plot Ideal For Investment Business And Rental Income,4.1 Crore,"DHA Phase 7 - CCA 5, DHA Phase 7",Lahore,4 Marla,,,Plot,Added: 1 hour ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_cca_5_top_location_plot_ideal_for_investment_business_and_rental_income-53881489-12416-2.html,2026-03-30T16:23:41.344642
"DHA PHASE 7 BLOCK X, 1 KANAL HOT LOCATION PLOT AVAILABLE FOR SALE ON REASONABLE PRICE",4.25 Crore,"DHA Phase 7 - Block X, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 1 hour ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_x_dha_phase_7_block_x_1_kanal_hot_location_plot_available_for_sale_on_reasonable_price-53812321-1631-2.html,2026-03-30T16:23:41.409262
"DHA PHASE 7 BLOCK X , 2 KANAL HOT LOCATION PLOT FOR SALE ON REASONABLE PRICE",8.5 Crore,"DHA Phase 7 - Block X, DHA Phase 7",Lahore,2 Kanal,,,Plot,Added: 1 hour ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_x_dha_phase_7_block_x_2_kanal_hot_location_plot_for_sale_on_reasonable_price-53900447-1631-2.html,2026-03-30T16:23:41.424991
5 Marla Residential Plot As Per Your Budget For Construction Or Investment In Park View City,60 Lakh,"Park View City - Imperial Block, Park View City",Lahore,5 Marla,,,Plot,Added: 1 hour ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_imperial_block_5_marla_residential_plot_as_per_your_budget_for_construction_or_investment_in_park_view_city-53908662-22416-2.html,2026-03-30T16:23:41.438248
THE WALK OF HAPPINESS 10 MARLA COMMERCIAL PLOTS,12 Crore,"Park View City - The Walk Commercial, Park View City",Lahore,10 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_the_walk_commercial_the_walk_of_happiness_10_marla_commercial_plots-53995472-21572-2.html,2026-03-30T16:23:41.452274
"484-S, ONE-KANAL RESIDENTIAL PLOT AVAILABLE FOR SALE",4.5 Crore,"DHA Phase 8 - Block S, DHA Phase 8",Lahore,1 Kanal,,,Plot,Added: 5 minutes ago,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_s_484-s_one-kanal_residential_plot_available_for_sale-53742658-1634-2.html,2026-03-30T16:23:41.466606
"Prime Residential Plot For Sale 75 Feet Road, LDA City Phase1",1.25 Crore,"LDA City Phase 1 - Block G, LDA City Phase 1 - Jinnah Sector",Lahore,1 Kanal,,,Plot,Added: 5 minutes ago,https://www.zameen.com/Property/lda_city_phase_1_jinnah_sector_lda_city_phase_1_-_block_g_prime_residential_plot_for_sale_75_feet_road_lda_city_phase1-53920054-15820-2.html,2026-03-30T16:23:41.480276
Spacious Residential Plot Is Available In DHA Phase 9 Prism - Block R For Sale,1.52 Crore,"DHA Phase 9 Prism - Block R, DHA Phase 9 Prism",Lahore,10 Marla,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_r_spacious_residential_plot_is_available_in_dha_phase_9_prism_-_block_r_for_sale-53700366-9271-2.html,2026-03-30T16:23:41.493819
10-Marla Possession Plot In Phase-5,1.5 Crore,"DHA Phase 5, DHA Defence",Lahore,10 Marla,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_defence_dha_phase_5_10-marla_possession_plot_in_phase-5-53567149-1447-2.html,2026-03-30T16:23:41.507820
20 Marla Residential Plot Is Available In DHA Phase 7 - Block X,3.13 Crore,"DHA Phase 7 - Block X, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_x_20_marla_residential_plot_is_available_in_dha_phase_7_-_block_x-53700371-1631-2.html,2026-03-30T16:23:41.521228
D-Block Near Park Beautiful Location Phase-5,7.25 Crore,"DHA Phase 5, DHA Defence",Lahore,1 Kanal,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_defence_dha_phase_5_d-block_near_park_beautiful_location_phase-5-53359587-1447-2.html,2026-03-30T16:23:41.534927
Prime Location 1 Kanal Plot For Sale In M Block Phase-5,3.5 Crore,"DHA Phase 5 - Block M Extension, DHA Phase 5",Lahore,1 Kanal,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_phase_5_dha_phase_5_-_block_m_extension_prime_location_1_kanal_plot_for_sale_in_m_block_phase-5-53313738-15734-2.html,2026-03-30T16:23:41.548304
5 Marla Residential Plot For Sale In Park View City Rose Block,1.77 Crore,"Park View City - Rose Block, Park View City",Lahore,10 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_rose_block_5_marla_residential_plot_for_sale_in_park_view_city_rose_block-53655696-13322-2.html,2026-03-30T16:23:41.562180
Residential Plot For Sale In Park View City Rose Block,1.76 Crore,"Park View City - Rose Block, Park View City",Lahore,10 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_rose_block_residential_plot_for_sale_in_park_view_city_rose_block-53655716-13322-2.html,2026-03-30T16:23:41.575241
"Super Cheap Good Location 5 Marla Residential Plot For Sale In Lalaq Jan Block, Bahria Town Lahore",30 Lakh,"Bahria Town - Lalak Jan Block, Bahria Town - Sector G",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/bahria_town_sector_g_bahria_town_-_lalak_jan_block_super_cheap_good_location_5_marla_residential_plot_for_sale_in_lalaq_jan_block_bahria_town_lahore-53955958-20347-2.html,2026-03-30T16:23:41.588495
5 Marla Residential Plot For Sale In Canal Garden AA Block,90 Lakh,"Canal Gardens - Block AA, Canal Garden",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/canal_garden_canal_gardens_-_block_aa_5_marla_residential_plot_for_sale_in_canal_garden_aa_block-53508125-10659-2.html,2026-03-30T16:23:41.606403
"Super cheap good location 5 Marla Residential Plot for Sale in Lalaq Jan Block, Bahria Town Lahore",26 Lakh,"Bahria Town - Lalak Jan Block, Bahria Town - Sector G",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/bahria_town_sector_g_bahria_town_-_lalak_jan_block_super_cheap_good_location_5_marla_residential_plot_for_sale_in_lalaq_jan_block_bahria_town_lahore-53955959-20347-2.html,2026-03-30T16:23:41.624500
Good Location 10 Marla Residential Plot For Sale In Golf View Residentia Phase 1 Lahore,75 Lakh,"Golf View Residencia - Phase 1, Golf View Residencia",Lahore,10 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/golf_view_residencia_golf_view_residencia_-_phase_1_good_location_10_marla_residential_plot_for_sale_in_golf_view_residentia_phase_1_lahore-53955972-13640-2.html,2026-03-30T16:23:41.638188
"Prime 5 Marla Commercial Plot For Sale In Rashid Minhas Block, Bahria Town Lahore",1.35 Crore,"Bahria Town - Rashid Minhas Block, Bahria Town - Sector G",Lahore,5 Marla,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/bahria_town_sector_g_bahria_town_-_rashid_minhas_block_prime_5_marla_commercial_plot_for_sale_in_rashid_minhas_block_bahria_town_lahore-53955979-20348-2.html,2026-03-30T16:23:41.651909
PLOT # T-346 RESIDENTIAL PLOT LOCATED IN THE BEST BLOCK OF DHA LAHORE.,4.35 Crore,"DHA Phase 7 - Block T, DHA Phase 7",Lahore,1 Kanal,,,Plot,Added: 2 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_t_plot_t-346_residential_plot_located_in_the_best_block_of_dha_lahore-53996179-1627-2.html,2026-03-30T16:23:41.665370
10 MARLA PRIME LOCATION PLOT AVAILABLE FOR SALE IN LDA AVENUE BLOCK J,1.43 Crore,"LDA Avenue - Block J, LDA Avenue",Lahore,10 Marla,,,Plot,Added: 36 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_j_10_marla_prime_location_plot_available_for_sale_in_lda_avenue_block_j-53764689-8167-2.html,2026-03-30T16:23:44.221828
1 Kanal Residential Plot for Sale LDA Avenue 1 Block M,1.95 Crore,"LDA Avenue - Block M, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 36 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_m_1_kanal_residential_plot_for_sale_lda_avenue_1_block_m-53805269-8170-2.html,2026-03-30T16:23:44.314783
1 KANAL PLOT ON 40 FT ROAD IN LDA AVENUE BLOCK D,1.75 Crore,"LDA Avenue - Block D, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 37 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_d_1_kanal_plot_on_40_ft_road_in_lda_avenue_block_d-53809238-8162-2.html,2026-03-30T16:23:44.329261
10 Marla Residential Plot For Sale LDA Avenue 1 (M Block),1.28 Crore,"LDA Avenue - Block M, LDA Avenue",Lahore,10 Marla,,,Plot,Added: 37 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_m_10_marla_residential_plot_for_sale_lda_avenue_1_m_block-53805250-8170-2.html,2026-03-30T16:23:44.344726
1 KANAL PLOT ON 40 FT ROAD IN LDA AVENUE BLOCK D,1.75 Crore,"LDA Avenue - Block D, LDA Avenue",Lahore,1 Kanal,,,Plot,Added: 37 minutes ago,https://www.zameen.com/Property/lda_avenue_lda_avenue_-_block_d_1_kanal_plot_on_40_ft_road_in_lda_avenue_block_d-53805204-8162-2.html,2026-03-30T16:23:44.360544
5 Marla Plot In Crystal,48 Lakh,"Park View City, Lahore",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/lahore_park_view_city_5_marla_plot_in_crystal-52584635-1466-2.html,2026-03-30T16:23:44.374614
ON SUPER PRIME LOCATION 5 MARLA COMM. PLOTS AVAILABLE FOR SALE,3.25 Crore,"Park View City - Broadway Commercial, Park View City",Lahore,5 Marla,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/park_view_city_park_view_city_-_broadway_commercial_on_super_prime_location_5_marla_comm_plots_available_for_sale-53398544-21571-2.html,2026-03-30T16:23:44.389938
Plot No. 740 Block C area 1 Kanal at Prime Location for Sale in DHA Phase 9 Prism Lahore.,2.3 Crore,"DHA Phase 9 Prism - Block C, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 2 hours ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_c_plot_no_740_block_c_area_1_kanal_at_prime_location_for_sale_in_dha_phase_9_prism_lahore-53934038-9266-2.html,2026-03-30T16:23:44.493929
Residential Plot Available For sale In DHA Phase 3 - Block Y,12.4 Crore,"DHA Phase 3 - Block Y, DHA Phase 3",Lahore,2 Kanal,,,Plot,Added: 3 hours ago,https://www.zameen.com/Property/dha_phase_3_dha_phase_3_-_block_y_residential_plot_available_for_sale_in_dha_phase_3_-_block_y-53985037-1587-2.html,2026-03-30T16:23:44.511774
F-1126 Corner Facing Park Plot For Sale,1.76 Crore,"DHA Phase 9 Prism - Block F, DHA Phase 9 Prism",Lahore,1 Kanal,,,Plot,Added: 3 hours ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_f_f-1126_corner_facing_park_plot_for_sale-47600821-9260-2.html,2026-03-30T16:23:44.525462
"Residential Plot For Sale LDA City Phase1, Block CC",80 Lakh,"LDA City Phase 1 - Block CC, LDA City Phase 1 - Iqbal Sector",Lahore,1 Kanal,,,Plot,Added: 6 minutes ago,https://www.zameen.com/Property/lda_city_phase_1_iqbal_sector_lda_city_phase_1_-_block_cc_residential_plot_for_sale_lda_city_phase1_block_cc-53920410-18670-2.html,2026-03-30T16:23:44.538531
"258 + 259 + 262-U, 3-KANAL RESIDENTIAL PLOT AVAILABLE FOR SALE",18 Crore,"DHA Phase 8 - Block U, DHA Phase 8",Lahore,3 Kanal,,,Plot,Added: 6 minutes ago,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_block_u_258_259_262-u_3-kanal_residential_plot_available_for_sale-53937052-1636-2.html,2026-03-30T16:23:44.551793
Corner + 60 Feet wide Road 5-Marla in R Block,85 Lakh,"DHA Phase 9 Prism - Block R, DHA Phase 9 Prism",Lahore,5 Marla,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_phase_9_prism_dha_phase_9_prism_-_block_r_corner_60_feet_wide_road_5-marla_in_r_block-53169191-9271-2.html,2026-03-30T16:23:44.567612
Kanal Beautiful Location Plot Phase-6 DHA Lahore,7 Crore,"DHA Phase 6, DHA Defence",Lahore,1 Kanal,,,Plot,Added: 17 minutes ago,https://www.zameen.com/Property/dha_defence_dha_phase_6_kanal_beautiful_location_plot_phase-6_dha_lahore-53985543-1448-2.html,2026-03-30T16:23:44.583146
5-Marla Corner Plot In J-Block Phase-11,60 Lakh,"DHA 11 Rahbar Phase 2, DHA 11 Rahbar",Lahore,5 Marla,,,Plot,Added: 18 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_dha_11_rahbar_phase_2_5-marla_corner_plot_in_j-block_phase-11-53985486-3717-2.html,2026-03-30T16:23:44.596484
Corner Facing Park Possession Plot For Sale in 4R Block,85 Lakh,"DHA 11 Rahbar Phase 4 - Block R, DHA 11 Rahbar Phase 4",Lahore,5 Marla,,,Plot,Added: 18 minutes ago,https://www.zameen.com/Property/dha_11_rahbar_phase_4_dha_11_rahbar_phase_4_-_block_r_corner_facing_park_possession_plot_for_sale_in_4r_block-53985522-14116-2.html,2026-03-30T16:23:44.610078
Corner Plot In K Block Near Raya Golf Club Phase 6,8.1 Crore,"DHA Phase 6 - Block K, DHA Phase 6",Lahore,1 Kanal,,,Plot,Added: 19 minutes ago,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_corner_plot_in_k_block_near_raya_golf_club_phase_6-53985573-1619-2.html,2026-03-30T16:23:44.623604
5 Marla Plot Available At Hot Location Near To Park Mosque & Commercial At Reasonable Price In New Lahore City Phase 4,24 Lakh,"New Lahore City, Lahore",Lahore,5 Marla,,,Plot,Added: 3 minutes ago,https://www.zameen.com/Property/lahore_new_lahore_city_5_marla_plot_available_at_hot_location_near_to_park_mosque_commercial_at_reasonable_price_in_new_lahore_city_phase_4-53378719-8152-2.html,2026-03-30T16:23:44.637099
"3247 + 3248 +3249 + 3250-Y, 4-KANAL RESIDENTIAL PLOT AVAILABLE FOR SALE",14.95 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,4 Kanal,,,Plot,Added: 4 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_3247_3248_3249_3250-y_4-kanal_residential_plot_available_for_sale-53645340-1632-2.html,2026-03-30T16:23:44.650675
"2226 + 2227 + 2228-Y, 3-KANAL RESIDENTIAL PLOT AVAILABLE FOR SALE",14 Crore,"DHA Phase 7 - Block Y, DHA Phase 7",Lahore,3 Kanal,,,Plot,Added: 4 minutes ago,https://www.zameen.com/Property/dha_phase_7_dha_phase_7_-_block_y_2226_2227_2228-y_3-kanal_residential_plot_available_for_sale-53645361-1632-2.html,2026-03-30T16:23:44.664275
"600/2 - K, ONE-KANAL RESIDENTIAL PLOT AVAILABLE FOR SALE",7.05 Crore,"DHA Phase 6 - Block K, DHA Phase 6",Lahore,1 Kanal,,,Plot,Added: 4 minutes ago,https://www.zameen.com/Property/dha_phase_6_dha_phase_6_-_block_k_600_2_-_k_one-kanal_residential_plot_available_for_sale-53645365-1619-2.html,2026-03-30T16:23:44.677827
